,task,pval,auroc,aupr,auroc_strict,aupr_strict,iter,n_features
0,nec_any,5.124838303511552e-08,0.549302922582261,0.12446506070403385,0.578885671190931,0.1861685004533954,0,19
0,rop_any,3.792616891916597e-59,0.5908662535211266,0.5033442972387057,0.5987143118060663,0.5343481569108885,0,19
0,bpd_any,3.236686057480577e-89,0.6199374778329165,0.4115119001107278,0.6273202108609701,0.4546370604859008,0,19
0,ivh_any,1.5474188540795546e-55,0.593774389766707,0.393410186094879,0.6140115591378456,0.4706648703445284,0,19
0,nec_any,4.008303328644748e-09,0.5532577660949767,0.1237648638710737,0.5844671291004155,0.1847388674133428,1,19
0,rop_any,2.5733673601866274e-85,0.6096729100758397,0.5169012846199024,0.6178897049893904,0.5497482507688995,1,19
0,bpd_any,3.642284075778025e-112,0.6347858686482319,0.4240487691216549,0.6447696251678828,0.4714321111308104,1,19
0,ivh_any,6.80853544056973e-73,0.6078692366855665,0.40572522556705615,0.6307444968988314,0.4846357406541706,1,19
0,nec_any,2.871621917499266e-06,0.542359247219363,0.11917355571471007,0.573408928888302,0.1759254897246355,2,19
0,rop_any,1.6674586895146357e-87,0.6111023185265438,0.5169872125652963,0.6191554268239623,0.5479677215277081,2,19
0,bpd_any,2.1049880815444424e-107,0.631841810622819,0.42165864118480123,0.6418872021703383,0.4674892858667157,2,19
0,ivh_any,3.252295906476054e-75,0.6096175172304109,0.407820408205666,0.6310694392003418,0.48442226566683766,2,19
0,nec_any,3.6115483153058505e-05,0.537392020950867,0.11827988291437228,0.5657648830280245,0.17543598329219887,3,19
0,rop_any,2.5445167253545417e-46,0.580063635969664,0.4984059583447154,0.586384472904369,0.5283790651691443,3,19
0,bpd_any,1.6524989115728873e-62,0.5999324599618011,0.3944968811294116,0.6096239739674711,0.4390444040581272,3,19
0,ivh_any,9.270150981310568e-48,0.5867246019554608,0.3889655075566594,0.6037395896212462,0.4627080741527013,3,19
0,nec_any,5.547678563828179e-08,0.549175074085173,0.12217116117126359,0.580497737008043,0.18226458712141652,4,19
0,rop_any,5.025470993715444e-63,0.5938895601300108,0.5059286545926751,0.6005434139223282,0.5358977933436435,4,19
0,bpd_any,1.6270785971289437e-76,0.6108722745825974,0.4047373338065179,0.6200717264034004,0.44970106347015437,4,19
0,ivh_any,1.4850652515143543e-53,0.5920285720883381,0.39412870186957083,0.6121455771572502,0.4696519001167132,4,19
